이름,국어,영어,수학,과학
학생8518,14,17,21,77
학생8519,37,20,3,77
학생8520,19,97,28,77
학생8521,57,85,33,84
학생8522,10,21,67,54
학생8523,79,74,14,59
학생8524,96,67,66,48
학생8525,46,25,54,56
학생8526,66,32,77,24
학생8527,46,25,2,12
학생8528,26,10,49,74
학생8529,97,68,65,33
학생8530,86,70,99,45
학생8531,31,62,37,82
학생8532,43,88,11,56
학생8533,6,98,96,74
학생8534,41,75,8,22
학생8535,29,45,94,70
학생8536,83,84,32,91
학생8537,91,1,53,32
학생8538,89,59,10,29
학생8539,84,58,70,25
학생8540,96,95,10,4
학생8541,83,7,64,9
학생8542,67,38,63,26
학생8543,50,72,14,86
학생8544,60,28,49,59
학생8545,71,11,49,62
학생8546,32,63,31,96
학생8547,72,6,73,22
학생8548,29,93,2,85
학생8549,,56,64,24
학생8550,98,,88,64
학생8551,88,90,62,72
학생8552,92,70,,
학생8553,63,60,31,70
학생8554,21,50,,88
학생8555,98,,88,64
학생8556,88,90,62,72
학생8557,92,70,,
학생8558,63,60,31,70
학생8559,54,50,,88
학생8560,64,3,73,83
학생8561,78,58,20,47
학생8562,13,82,57,1
학생8563,4,11,81,76
학생8564,3,25,26,67
학생8565,96,78,1,6
학생8566,78,31,70,91
학생8567,4,63,59,23
학생8568,29,67,49,28
학생8569,93,56,63,55
학생8570,57,65,12,47
학생8571,20,74,56,17
학생8572,6,61,0,20
학생8573,3,11,83,45
학생8574,4,82,88,69
학생8575,62,5,92,67
학생8576,4,12,73,73
학생8577,84,58,70,25
학생8578,96,95,10,4
학생8579,83,7,64,9
학생8580,67,38,63,26
학생8581,50,72,14,86
학생8582,60,28,49,59
학생8583,71,11,49,62
학생8584,32,63,31,96
학생8585,72,6,73,22
학생8586,29,93,2,85
학생8587,,56,64,24
학생8588,98,,88,64
학생8589,88,90,62,72
학생8590,92,70,,
학생8591,63,60,31,70
학생8592,21,50,,88
학생8593,98,,88,64
학생8594,88,90,62,72
학생8595,92,70,,
학생8596,63,60,31,70
학생8597,54,50,,88
학생8598,64,3,73,83
학생8599,83,91,32,99
학생8600,5,55,11,65
학생8601,7,40,10,3
학생8602,55,46,74,35
학생8603,97,70,20,27
학생8604,92,61,42,88
학생8605,16,10,41,55
학생8606,47,33,64,65
학생8607,14,40,90,41
학생8608,3,74,48,49
학생8609,52,64,68,85
학생8610,26,87,93,36
학생8611,30,51,30,62
학생8612,72,44,80,13
학생8613,35,49,30,41
학생8614,52,60,1,14
학생8615,12,65,86,76
학생8616,79,21,11,41
학생8617,13,33,72,92
학생8618,98,,88,64
학생8619,88,90,62,72
학생8620,92,70,,
학생8621,63,60,31,70
학생8622,100,50,,88
학생8623,98,,88,64
학생8624,88,90,62,72
학생8625,92,70,,
학생8626,63,60,31,70
학생8627,100,50,,88
학생8628,56,49,90,44
학생8629,34,28,16,0
학생8630,37,13,9,41
학생8631,14,17,21,77
학생8632,37,20,3,77
학생8633,19,97,28,77
학생8634,57,85,33,84
학생8635,10,21,67,54
학생8636,79,74,14,59
학생8637,96,67,66,48
학생8638,46,25,54,56
학생8639,66,32,77,24
학생8640,46,25,2,12
학생8641,26,10,49,74
학생8642,97,68,65,33
학생8643,86,70,99,45
학생8644,31,62,37,82
학생8645,43,88,11,56
학생8646,6,98,96,74
학생8647,41,75,8,22
학생8648,29,45,94,70
학생8649,83,84,32,91
학생8650,91,1,53,32
학생8651,89,59,10,29
학생8652,84,58,70,25
학생8653,96,95,10,4
학생8654,83,7,64,9
학생8655,67,38,63,26
학생8656,50,72,14,86
학생8657,60,28,49,59
학생8658,71,11,49,62
학생8659,32,63,31,96
학생8660,72,6,73,22
학생8661,29,93,2,85
학생8662,,56,64,24
학생8663,98,,88,64
학생8664,88,90,62,72
학생8665,92,70,,
학생8666,63,60,31,70
학생8667,21,50,,88
학생8668,98,,88,64
학생8669,88,90,62,72
학생8670,92,70,,
학생8671,63,60,31,70
학생8672,54,50,,88
학생8673,64,3,73,83
학생8674,78,58,20,47
학생8675,13,82,57,1
학생8676,4,11,81,76
학생8677,3,25,26,67
학생8678,96,78,1,6
학생8679,78,31,70,91
학생8680,4,63,59,23
학생8681,29,67,49,28
학생8682,93,56,63,55
학생8683,57,65,12,47
학생8684,20,74,56,17
학생8685,6,61,0,20
학생8686,3,11,83,45
학생8687,4,82,88,69
학생8688,62,5,92,67
학생8689,4,12,73,73
학생8690,84,58,70,25
학생8691,96,95,10,4
학생8692,83,7,64,9
학생8693,67,38,63,26
학생8694,50,72,14,86
학생8695,60,28,49,59
학생8696,71,11,49,62
학생8697,32,63,31,96
학생8698,72,6,73,22
학생8699,29,93,2,85
학생8700,,56,64,24
학생8701,98,,88,64
학생8702,88,90,62,72
학생8703,92,70,,
학생8704,63,60,31,70
학생8705,21,50,,88
학생8706,98,,88,64
학생8707,88,90,62,72
학생8708,92,70,,
학생8709,63,60,31,70
학생8710,54,50,,88
학생8711,64,3,73,83
학생8712,83,91,32,99
학생8713,5,55,11,65
학생8714,7,40,10,3
학생8715,55,46,74,35
학생8716,97,70,20,27
학생8717,92,61,42,88
학생8718,16,10,41,55
학생8719,47,33,64,65
학생8720,14,40,90,41
학생8721,3,74,48,49
학생8722,52,64,68,85
학생8723,26,87,93,36
학생8724,30,51,30,62
학생8725,72,44,80,13
학생8726,35,49,30,41
학생8727,52,60,1,14
학생8728,12,65,86,76
학생8729,79,21,11,41
학생8730,13,33,72,92
학생8731,57,68,33,33
학생8732,48,44,37,83
학생8733,66,88,81,66
학생8734,44,15,44,46
학생8735,99,2,96,90
학생8736,57,4,12,85
학생8737,4,77,57,83
학생8738,74,23,52,64
학생8739,84,58,70,25
학생8740,96,95,10,4
학생8741,83,7,64,9
학생8742,67,38,63,26
학생8743,50,72,14,86
학생8744,60,28,49,59
학생8745,71,11,49,62
학생8746,32,63,31,96
학생8747,72,6,73,22
학생8748,29,93,2,85
학생8749,,56,64,24
학생8750,98,,88,64
학생8751,88,90,62,72
학생8752,92,70,55,
학생8753,63,60,55,70
학생8754,21,50,55,88
학생8755,98,,88,64
학생8756,88,90,62,72
학생8757,92,70,75,85
학생8758,63,60,31,70
학생8759,54,50,23,88
학생8760,64,54,73,83
학생8761,89,36,63,14
학생8762,83,26,81,98
학생8763,18,51,17,6
학생8764,63,60,55,70
학생8765,21,50,55,88
학생8766,98,,88,64
학생8767,88,90,62,72
학생8768,92,70,75,85
학생8769,63,60,31,70
학생8770,54,50,23,88
학생8771,64,54,73,83
학생8772,89,36,63,14
학생8773,83,26,81,98
학생8774,18,51,17,6
학생8775,33,95,77,95
학생8776,86,34,31,18
학생8777,61,31,97,69
학생8778,79,87,93,86
학생8779,68,75,10,58
학생8780,36,59,90,54
학생8781,55,25,13,30
학생8782,63,60,55,70
학생8783,21,50,55,88
학생8784,98,,88,64
학생8785,88,90,62,72
학생8786,92,70,75,85
학생8787,63,60,31,70
학생8788,54,50,23,88
학생8789,64,54,73,83
학생8790,89,36,63,14
학생8791,83,26,81,98
학생8792,18,51,17,6
학생8793,73,89,73,78
학생8794,45,11,99,81
학생8795,88,10,87,7
학생8796,10,67,56,93
학생8797,97,82,93,67
학생8798,4,86,62,94
학생8799,72,47,72,89
학생8800,13,56,64,34
학생8801,46,56,39,24
학생8802,70,41,86,93
학생8803,20,88,73,46
학생8804,63,60,55,70
학생8805,21,50,55,88
학생8806,98,90,88,64
학생8807,88,90,62,72
학생8808,92,70,75,85
학생8809,63,60,31,70
학생8810,54,50,23,88
학생8811,64,54,73,83
학생8812,89,36,63,14
학생8813,83,26,81,98
학생8814,18,51,17,6
학생8815,74,85,95,70
학생8816,46,56,39,24
학생8817,70,41,86,93
학생8818,20,88,73,46
학생8819,63,60,55,70
학생8820,21,50,55,88
학생8821,98,90,88,64
학생8822,88,90,62,72
학생8823,92,70,75,85
학생8824,63,60,31,70
학생8825,54,50,23,88
학생8826,64,54,73,83
학생8827,89,36,63,14
학생8828,83,26,81,98
학생8829,18,51,17,6
학생8830,42,92,61,10
학생8831,46,56,39,24
학생8832,70,41,86,93
학생8833,20,88,73,46
학생8834,63,60,55,70
학생8835,21,50,55,88
학생8836,98,90,88,64
학생8837,88,90,62,72
학생8838,92,70,75,85
학생8839,63,60,31,70
학생8840,54,50,23,88
학생8841,64,54,73,83
학생8842,89,36,63,14
학생8843,83,26,81,98
학생8844,18,51,17,6
학생8845,62,69,84,80
학생8846,54,34,56,46
학생8847,40,67,26,96
학생8848,55,85,46,81
학생8849,35,53,86,12
학생8850,42,59,79,10
학생8851,20,83,28,69
학생8852,14,53,19,32
학생8853,77,75,75,98
학생8854,45,30,62,89
학생8855,69,47,71,90
학생8856,51,57,16,0
학생8857,28,69,8,6
학생8858,55,46,97,73
학생8859,52,79,44,16
학생8860,33,62,83,0
학생8861,79,12,53,43
학생8862,55,56,92,40
학생8863,46,56,39,24
학생8864,70,41,86,93
학생8865,20,88,73,46
학생8866,63,60,55,70
학생8867,21,50,55,88
학생8868,98,90,88,64
학생8869,88,90,62,72
학생8870,92,70,75,85
학생8871,63,60,31,70
학생8872,54,50,23,88
학생8873,64,54,73,83
학생8874,89,36,63,14
학생8875,83,26,81,98
학생8876,18,51,17,6
학생8877,46,56,39,24
학생8878,70,41,86,93
학생8879,20,88,73,46
학생8880,63,60,55,70
학생8881,21,50,55,88
학생8882,98,90,88,64
학생8883,88,90,62,72
학생8884,92,70,75,85
학생8885,63,60,31,70
학생8886,54,50,23,88
학생8887,64,54,73,83
학생8888,89,36,63,14
학생8889,83,26,81,98
학생8890,18,51,17,6
학생8891,37,27,97,62
학생8892,70,20,63,0
학생8893,85,98,24,53
학생8894,94,77,76,99
학생8895,96,39,77,12
학생8896,46,56,39,24
학생8897,70,41,86,93
학생8898,20,88,73,46
학생8899,63,60,55,70
학생8900,21,50,55,88
학생8901,98,90,88,64
학생8902,88,90,62,72
학생8903,46,56,39,24
학생8904,70,41,86,93
학생8905,20,88,73,46
학생8906,63,60,55,70
학생8907,21,50,55,88
학생8908,98,90,88,64
학생8909,88,90,62,72
학생8910,92,70,75,85
학생8911,63,60,31,70
학생8912,54,50,23,88
학생8913,64,54,73,83
학생8914,89,36,63,14
학생8915,83,26,81,98
학생8916,18,51,17,6
학생8917,46,56,39,24
학생8918,70,41,86,93
학생8919,20,88,73,46
학생8920,63,60,55,70
학생8921,21,50,55,88
학생8922,98,90,88,64
학생8923,88,90,62,72
학생8924,92,70,75,85
학생8925,63,60,31,70
학생8926,54,50,23,88
학생8927,46,56,39,24
학생8928,70,41,86,93
학생8929,20,88,73,46
학생8930,63,60,55,70
학생8931,21,50,55,88
학생8932,98,90,88,64
학생8933,88,90,62,72
학생8934,46,56,39,24
학생8935,70,41,86,93
학생8936,20,88,73,46
학생8937,63,60,55,70
학생8938,21,50,55,88
학생8939,98,90,88,64
학생8940,88,90,62,72
학생8941,92,70,75,85
학생8942,63,60,31,70
학생8943,54,50,23,88
학생8944,64,54,73,83
학생8945,46,56,39,24
학생8946,70,41,86,93
학생8947,20,88,73,46
학생8948,63,60,55,70
학생8949,21,50,55,88
학생8950,98,90,88,64
학생8951,88,90,62,72
학생8952,92,70,75,85
학생8953,63,60,31,70
학생8954,54,50,23,88
학생8955,46,56,39,24
학생8956,70,41,86,93
학생8957,20,88,73,46
학생8958,46,56,39,24
학생8959,70,41,86,93
학생8960,46,56,39,24
학생8961,70,41,86,93
학생8962,20,88,73,46
학생8963,63,60,55,70
학생8964,21,50,55,88
학생8965,98,90,88,64
학생8966,88,90,62,72
학생8967,92,70,75,85
학생8968,63,60,31,70
학생8969,54,50,23,88
학생8970,64,54,73,83
학생8971,89,36,63,14
학생8972,83,26,81,98
학생8973,18,51,17,6
학생8974,85,37,23,49
학생8975,90,93,65,30
학생8976,71,83,15,11
학생8977,94,6,28,69
학생8978,85,88,60,17
학생8979,32,59,16,31
학생8980,59,64,40,72
학생8981,85,73,51,6
학생8982,20,36,26,73
학생8983,46,56,39,24
학생8984,70,41,86,93
학생8985,20,88,73,46
학생8986,63,60,55,70
학생8987,21,50,55,88
학생8988,98,90,88,64
학생8989,88,90,62,72
학생8990,92,70,75,85
학생8991,63,60,31,70
학생8992,54,50,23,88
학생8993,64,54,73,83
학생8994,89,36,63,14
학생8995,83,26,81,98
학생8996,18,51,17,6
학생8997,23,61,24,30
학생8998,53,60,20,39
학생8999,46,56,39,24
학생9000,70,41,86,93
학생9001,20,88,73,46
학생9002,63,60,55,70
학생9003,21,50,55,88
학생9004,98,90,88,64
학생9005,88,90,62,72
학생9006,92,70,75,85
학생9007,63,60,31,70
학생9008,54,50,23,88
학생9009,64,54,73,83
학생9010,89,36,63,14
학생9011,83,26,81,98
학생9012,18,51,17,6
학생9013,54,50,23,88
학생9014,64,54,73,83
학생9015,89,36,63,14
학생9016,83,26,81,98
학생9017,18,51,17,6
학생9018,71,84,33,34
학생9019,64,3,39,18
학생9020,46,43,49,2
학생9021,36,72,84,28
학생9022,83,57,67,33
학생9023,33,19,69,65
학생9024,46,56,39,24
학생9025,70,41,86,93
학생9026,20,88,73,46
학생9027,63,60,55,70
학생9028,21,50,55,88
학생9029,98,90,88,64
학생9030,88,90,62,72
학생9031,92,70,75,85
학생9032,63,60,31,70
학생9033,54,50,23,88
학생9034,64,54,73,83
학생9035,89,36,63,14
학생9036,83,26,81,98
학생9037,18,51,17,6
학생9038,46,56,39,24
학생9039,70,41,86,93
학생9040,20,88,73,46
학생9041,63,60,55,70
학생9042,21,50,55,88
학생9043,98,90,88,64
학생9044,88,90,62,72
학생9045,46,56,39,24
학생9046,70,41,86,93
학생9047,20,88,73,46
학생9048,63,60,55,70
학생9049,21,50,55,88
학생9050,98,90,88,64
학생9051,88,90,62,72
학생9052,92,70,75,85
학생9053,63,60,31,70
학생9054,54,50,23,88
학생9055,64,54,73,83
학생9056,89,36,63,14
학생9057,83,26,81,98
학생9058,18,51,17,6
학생9059,46,56,39,24
학생9060,70,41,86,93
학생9061,20,88,73,46
학생9062,63,60,55,70
학생9063,21,50,55,88
학생9064,98,90,88,64
학생9065,88,90,62,72
학생9066,92,70,75,85
학생9067,63,60,31,70
학생9068,54,50,23,88
학생9069,64,54,73,83
학생9070,89,36,63,14
학생9071,83,26,81,98
학생9072,18,51,17,6
학생9073,69,66,39,59
학생9074,25,19,37,45
학생9075,21,82,20,20
학생9076,7,11,57,74
학생9077,23,32,52,99
학생9078,97,87,30,66
학생9079,53,32,23,28
학생9080,14,45,73,30
학생9081,12,52,44,37
학생9082,46,56,39,24
학생9083,70,41,86,93
학생9084,20,88,73,46
학생9085,63,60,55,70
학생9086,21,50,55,88
학생9087,98,90,88,64
학생9088,88,90,62,72
학생9089,92,70,75,85
학생9090,63,60,31,70
학생9091,54,50,23,88
학생9092,64,54,73,83
학생9093,89,36,63,14
학생9094,83,26,81,98
학생9095,18,51,17,6
학생9096,75,38,94,50
학생9097,58,74,56,27
학생9098,52,86,55,51
학생9099,62,24,72,24
학생9100,71,21,21,89
학생9101,95,67,17,86
학생9102,62,71,88,95
학생9103,46,56,39,24
학생9104,70,41,86,93
학생9105,20,88,73,46
학생9106,63,60,55,70
학생9107,21,50,55,88
학생9108,98,90,88,64
학생9109,46,56,39,24
학생9110,70,41,86,93
학생9111,20,88,73,46
학생9112,63,60,55,70
학생9113,21,50,55,88
학생9114,98,90,88,64
학생9115,88,90,62,72
학생9116,92,70,75,85
학생9117,63,60,31,70
학생9118,54,50,23,88
학생9119,64,54,73,83
학생9120,89,36,63,14
학생9121,83,26,81,98
학생9122,18,51,17,6
학생9123,98,,88,64
학생9124,88,90,62,72
학생9125,92,70,,
학생9126,63,60,31,70
학생9127,100,50,,88
학생9128,98,,88,64
학생9129,88,90,62,72
학생9130,92,70,,
학생9131,63,60,31,70
학생9132,100,50,,88
학생9133,56,49,90,44
학생9134,34,28,16,0
학생9135,37,13,9,41
학생9136,14,17,21,77
학생9137,37,20,3,77
학생9138,19,97,28,77
학생9139,57,85,33,84
학생9140,10,21,67,54
학생9141,79,74,14,59
학생9142,96,67,66,48
학생9143,46,25,54,56
학생9144,66,32,77,24
학생9145,46,25,2,12
학생9146,26,10,49,74
학생9147,97,68,65,33
학생9148,86,70,99,45
학생9149,31,62,37,82
학생9150,43,88,11,56
학생9151,6,98,96,74
학생9152,41,75,8,22
학생9153,29,45,94,70
학생9154,83,84,32,91
학생9155,91,1,53,32
학생9156,89,59,10,29
학생9157,84,58,70,25
학생9158,96,95,10,4
학생9159,83,7,64,9
학생9160,67,38,63,26
학생9161,50,72,14,86
학생9162,60,28,49,59
학생9163,71,11,49,62
학생9164,32,63,31,96
학생9165,72,6,73,22
학생9166,29,93,2,85
학생9167,,56,64,24
학생9168,98,,88,64
학생9169,88,90,62,72
학생9170,92,70,,
학생9171,63,60,31,70
학생9172,21,50,,88
학생9173,98,,88,64
학생9174,88,90,62,72
학생9175,92,70,,
학생9176,63,60,31,70
학생9177,54,50,,88
학생9178,64,3,73,83
학생9179,78,58,20,47
학생9180,13,82,57,1
학생9181,4,11,81,76
학생9182,3,25,26,67
학생9183,96,78,1,6
학생9184,78,31,70,91
학생9185,4,63,59,23
학생9186,29,67,49,28
학생9187,93,56,63,55
학생9188,57,65,12,47
학생9189,20,74,56,17
학생9190,6,61,0,20
학생9191,3,11,83,45
학생9192,4,82,88,69
학생9193,62,5,92,67
학생9194,4,12,73,73
학생9195,84,58,70,25
학생9196,96,95,10,4
학생9197,83,7,64,9
학생9198,67,38,63,26
학생9199,50,72,14,86
학생9200,60,28,49,59
학생9201,71,11,49,62
학생9202,32,63,31,96
학생9203,72,6,73,22
학생9204,29,93,2,85
학생9205,,56,64,24
학생9206,98,,88,64
학생9207,88,90,62,72
학생9208,92,70,,
학생9209,63,60,31,70
학생9210,21,50,,88
학생9211,98,,88,64
학생9212,88,90,62,72
학생9213,92,70,,
학생9214,63,60,31,70
학생9215,54,50,,88
학생9216,64,3,73,83
학생9217,83,91,32,99
학생9218,5,55,11,65
학생9219,7,40,10,3
학생9220,55,46,74,35
학생9221,97,70,20,27
학생9222,92,61,42,88
학생9223,16,10,41,55
학생9224,47,33,64,65
학생9225,14,40,90,41
학생9226,3,74,48,49
학생9227,52,64,68,85
학생9228,26,87,93,36
학생9229,30,51,30,62
학생9230,72,44,80,13
학생9231,35,49,30,41
학생9232,52,60,1,14
학생9233,12,65,86,76
학생9234,79,21,11,41
학생9235,13,33,72,92
학생9236,57,68,33,33
학생9237,48,44,37,83
학생9238,66,88,81,66
학생9239,44,15,44,46
학생9240,99,2,96,90
학생9241,57,4,12,85
학생9242,4,77,57,83
학생9243,74,23,52,64
학생9244,84,58,70,25
학생9245,96,95,10,4
학생9246,83,7,64,9
학생9247,67,38,63,26
학생9248,50,72,14,86
학생9249,60,28,49,59
학생9250,71,11,49,62
학생9251,32,63,31,96
학생9252,72,6,73,22
학생9253,29,93,2,85
학생9254,,56,64,24
학생9255,98,,88,64
학생9256,88,90,62,72
학생9257,92,70,55,
학생9258,63,60,55,70
학생9259,21,50,55,88
학생9260,98,,88,64
학생9261,88,90,62,72
학생9262,92,70,75,85
학생9263,63,60,31,70
학생9264,54,50,23,88
학생9265,64,54,73,83
학생9266,89,36,63,14
학생9267,83,26,81,98
학생9268,18,51,17,6
학생9269,63,60,55,70
학생9270,21,50,55,88
학생9271,98,,88,64
학생9272,88,90,62,72
학생9273,92,70,75,85
학생9274,63,60,31,70
학생9275,54,50,23,88
학생9276,64,54,73,83
학생9277,89,36,63,14
학생9278,83,26,81,98
학생9279,18,51,17,6
학생9280,33,95,77,95
학생9281,86,34,31,18
학생9282,61,31,97,69
학생9283,79,87,93,86
학생9284,68,75,10,58
학생9285,36,59,90,54
학생9286,55,25,13,30
학생9287,63,60,55,70
학생9288,21,50,55,88
학생9289,98,,88,64
학생9290,88,90,62,72
학생9291,92,70,75,85
학생9292,63,60,31,70
학생9293,54,50,23,88
학생9294,64,54,73,83
학생9295,89,36,63,14
학생9296,83,26,81,98
학생9297,18,51,17,6
학생9298,73,89,73,78
학생9299,45,11,99,81
학생9300,88,10,87,7
학생9301,10,67,56,93
학생9302,97,82,93,67
학생9303,4,86,62,94
학생9304,72,47,72,89
학생9305,13,56,64,34
학생9306,46,56,39,24
학생9307,70,41,86,93
학생9308,20,88,73,46
학생9309,63,60,55,70
학생9310,21,50,55,88
학생9311,98,90,88,64
학생9312,88,90,62,72
학생9313,92,70,75,85
학생9314,63,60,31,70
학생9315,54,50,23,88
학생9316,64,54,73,83
학생9317,89,36,63,14
학생9318,83,26,81,98
학생9319,18,51,17,6
학생9320,74,85,95,70
학생9321,46,56,39,24
학생9322,70,41,86,93
학생9323,20,88,73,46
학생9324,63,60,55,70
학생9325,21,50,55,88
학생9326,98,90,88,64
학생9327,88,90,62,72
학생9328,92,70,75,85
학생9329,63,60,31,70
학생9330,54,50,23,88
학생9331,64,54,73,83
학생9332,89,36,63,14
학생9333,83,26,81,98
학생9334,18,51,17,6
학생9335,42,92,61,10
학생9336,46,56,39,24
학생9337,70,41,86,93
학생9338,20,88,73,46
학생9339,63,60,55,70
학생9340,21,50,55,88
학생9341,98,90,88,64
학생9342,88,90,62,72
학생9343,92,70,75,85
학생9344,63,60,31,70
학생9345,54,50,23,88
학생9346,64,54,73,83
학생9347,89,36,63,14
학생9348,83,26,81,98
학생9349,18,51,17,6
학생9350,62,69,84,80
학생9351,54,34,56,46
학생9352,40,67,26,96
학생9353,55,85,46,81
학생9354,35,53,86,12
학생9355,42,59,79,10
학생9356,20,83,28,69
학생9357,14,53,19,32
학생9358,77,75,75,98
학생9359,45,30,62,89
학생9360,69,47,71,90
학생9361,51,57,16,0
학생9362,28,69,8,6
학생9363,55,46,97,73
학생9364,52,79,44,16
학생9365,33,62,83,0
학생9366,79,12,53,43
학생9367,55,56,92,40
학생9368,46,56,39,24
학생9369,70,41,86,93
학생9370,20,88,73,46
학생9371,63,60,55,70
학생9372,21,50,55,88
학생9373,98,90,88,64
학생9374,88,90,62,72
학생9375,92,70,75,85
학생9376,63,60,31,70
학생9377,54,50,23,88
학생9378,64,54,73,83
학생9379,89,36,63,14
학생9380,83,26,81,98
학생9381,18,51,17,6
학생9382,46,56,39,24
학생9383,70,41,86,93
학생9384,20,88,73,46
학생9385,63,60,55,70
학생9386,21,50,55,88
학생9387,98,90,88,64
학생9388,88,90,62,72
학생9389,92,70,75,85
학생9390,63,60,31,70
학생9391,54,50,23,88
학생9392,64,54,73,83
학생9393,89,36,63,14
학생9394,83,26,81,98
학생9395,18,51,17,6
학생9396,37,27,97,62
학생9397,70,20,63,0
학생9398,85,98,24,53
학생9399,94,77,76,99
학생9400,96,39,77,12
학생9401,46,56,39,24
학생9402,70,41,86,93
학생9403,20,88,73,46
학생9404,63,60,55,70
학생9405,21,50,55,88
학생9406,98,90,88,64
학생9407,96,91,90,90
학생9408,46,56,39,24
학생9409,70,41,86,93
학생9410,20,88,73,46
학생9411,96,91,90,90
학생9412,96,91,90,90
학생9413,98,90,88,64
학생9414,88,90,62,72
학생9415,92,70,75,85
학생9416,63,60,31,70
학생9417,54,50,23,88
학생9418,64,54,73,83
학생9419,89,36,63,14
학생9420,91,92,93,94
